,instant,Date,Season,Month,Hour,Holiday,Weekdays,Weather-situation,Temperature,Atemp,Humidity,Windspeed,Casual,Registered,Total Count
225,226,10-01-2011,Spring,1,16,False,1,Clear,-17.666666666666668,-17.659944444444445,0.4,0.1343,4,70,74.0
226,227,10-01-2011,Spring,1,17,False,1,Clear,-17.666666666666668,-17.6515,0.4,0.1045,4,174,178.0
227,228,10-01-2011,Spring,1,18,False,1,Clear,-17.666666666666668,-17.668333333333337,0.4,0.2239,1,154,155.0
228,229,10-01-2011,Spring,1,19,False,1,Clear,-17.688888888888886,-17.685166666666667,0.47,0.1642,3,92,95.0
229,230,10-01-2011,Spring,1,20,False,1,Clear,-17.688888888888886,-17.685166666666667,0.5,0.1642,1,73,74.0
230,231,10-01-2011,Spring,1,21,False,1,Clear,-17.700000000000003,-17.702,0.59,0.194,1,37,38.0
231,232,10-01-2011,Spring,1,22,False,1,Clear,-17.700000000000003,-17.69361111111111,0.59,0.1642,2,22,24.0
232,233,10-01-2011,Spring,1,23,False,1,Clear,-17.700000000000003,-17.69361111111111,0.59,0.1642,0,18,18.0
233,234,11-01-2011,Spring,1,0,False,2,Clear,-17.700000000000003,-17.685166666666667,0.59,0.1045,2,10,12.0
234,235,11-01-2011,Spring,1,1,False,2,Clear,-17.700000000000003,-17.69361111111111,0.59,0.1642,0,3,3.0
235,236,11-01-2011,Spring,1,2,False,2,Mist,-17.688888888888886,-17.69361111111111,0.55,0.194,0,3,3.0
236,237,11-01-2011,Spring,1,5,False,2,Mist,-17.688888888888886,-17.67677777777778,0.55,0.1343,0,6,6.0
237,238,11-01-2011,Spring,1,6,False,2,Mist,-17.688888888888886,-17.67677777777778,0.55,0.1343,0,27,27.0
238,239,11-01-2011,Spring,1,7,False,2,Mist,-17.688888888888886,-17.6515,0.55,0.0,2,97,99.0
239,240,11-01-2011,Spring,1,8,False,2,Mist,-17.677777777777777,-17.659944444444445,0.51,0.0896,3,214,183.5
240,241,11-01-2011,Spring,1,9,False,2,Mist,-17.677777777777777,-17.668333333333337,0.51,0.1642,3,127,130.0
241,242,11-01-2011,Spring,1,10,False,2,Mist,-17.666666666666668,-17.659944444444445,0.51,0.1642,3,51,54.0
242,243,11-01-2011,Spring,1,11,False,2,Mist,-17.666666666666668,-17.659944444444445,0.47,0.1343,4,31,35.0
243,244,11-01-2011,Spring,1,12,False,2,Mist,-17.666666666666668,-17.6515,0.51,0.1045,2,55,57.0
244,245,11-01-2011,Spring,1,13,False,2,Mist,-17.666666666666668,-17.6515,0.59,0.0896,6,46,52.0
245,246,11-01-2011,Spring,1,14,False,2,Mist,-17.666666666666668,-17.6515,0.59,0.0896,3,60,63.0
246,247,11-01-2011,Spring,1,15,False,2,Mist,-17.688888888888886,-17.668333333333337,0.8,0.0896,2,45,47.0
247,248,11-01-2011,Spring,1,16,False,2,Mist,-17.688888888888886,-17.69361111111111,0.86,0.2239,4,72,76.0
248,249,11-01-2011,Spring,1,17,False,2,Mist,-17.688888888888886,-17.69361111111111,0.86,0.2239,6,130,136.0
249,250,11-01-2011,Spring,1,18,False,2,Light Snow,-17.688888888888886,-17.67677777777778,0.93,0.1045,1,94,95.0
250,251,11-01-2011,Spring,1,19,False,2,Light Snow,-17.688888888888886,-17.6515,0.93,0.0,0,51,51.0
251,252,11-01-2011,Spring,1,20,False,2,Light Snow,-17.688888888888886,-17.69361111111111,0.93,0.194,0,32,32.0
252,253,11-01-2011,Spring,1,21,False,2,Light Snow,-17.688888888888886,-17.668333333333337,0.86,0.0896,0,20,20.0
253,254,11-01-2011,Spring,1,22,False,2,Light Snow,-17.688888888888886,-17.67677777777778,0.93,0.1045,1,28,29.0
254,255,11-01-2011,Spring,1,23,False,2,Light Snow,-17.688888888888886,-17.668333333333337,0.93,0.0896,1,18,19.0
255,256,12-01-2011,Spring,1,0,False,3,Mist,-17.688888888888886,-17.668333333333337,0.86,0.0896,0,7,7.0
256,257,12-01-2011,Spring,1,1,False,3,Mist,-17.688888888888886,-17.67677777777778,0.86,0.1045,0,6,6.0
257,258,12-01-2011,Spring,1,2,False,3,Clear,-17.700000000000003,-17.69361111111111,0.86,0.1343,0,1,1.0
258,259,12-01-2011,Spring,1,5,False,3,Clear,-17.700000000000003,-17.69361111111111,0.86,0.1642,0,5,5.0
259,260,12-01-2011,Spring,1,6,False,3,Clear,-17.711111111111112,-17.69361111111111,0.93,0.1343,0,16,16.0
260,261,12-01-2011,Spring,1,7,False,3,Clear,-17.700000000000003,-17.69361111111111,0.69,0.1343,0,54,54.0
261,262,12-01-2011,Spring,1,8,False,3,Clear,-17.688888888888886,-17.685166666666667,0.59,0.1642,3,125,128.0
262,263,12-01-2011,Spring,1,9,False,3,Clear,-17.688888888888886,-17.702,0.59,0.3284,3,78,81.0
263,264,12-01-2011,Spring,1,10,False,3,Clear,-17.677777777777777,-17.67677777777778,0.55,0.2239,0,39,39.0
264,265,12-01-2011,Spring,1,11,False,3,Clear,-17.666666666666668,-17.67677777777778,0.51,0.3881,3,32,35.0
265,266,12-01-2011,Spring,1,12,False,3,Clear,-17.666666666666668,-17.69361111111111,0.47,0.5522500000000001,3,52,55.0
266,267,12-01-2011,Spring,1,13,False,3,Clear,-17.655555555555555,-17.668333333333337,0.44,0.3582,0,49,49.0
267,268,12-01-2011,Spring,1,14,False,3,Clear,-17.666666666666668,-17.67677777777778,0.47,0.3284,0,44,44.0
268,269,12-01-2011,Spring,1,15,False,3,Clear,-17.666666666666668,-17.685166666666667,0.47,0.4179,1,48,49.0
269,270,12-01-2011,Spring,1,16,False,3,Clear,-17.655555555555555,-17.668333333333337,0.44,0.3284,5,63,68.0
270,271,12-01-2011,Spring,1,17,False,3,Clear,-17.666666666666668,-17.67677777777778,0.47,0.3582,0,139,139.0
271,272,12-01-2011,Spring,1,18,False,3,Clear,-17.666666666666668,-17.69361111111111,0.47,0.5224,2,135,137.0
272,273,12-01-2011,Spring,1,19,False,3,Clear,-17.677777777777777,-17.69361111111111,0.47,0.4179,1,82,83.0
273,274,12-01-2011,Spring,1,20,False,3,Clear,-17.688888888888886,-17.702,0.5,0.3284,2,54,56.0
274,275,12-01-2011,Spring,1,21,False,3,Clear,-17.688888888888886,-17.702,0.55,0.3284,0,57,57.0
275,276,12-01-2011,Spring,1,22,False,3,Clear,-17.688888888888886,-17.710444444444445,0.55,0.4478,1,32,33.0
276,277,12-01-2011,Spring,1,23,False,3,Clear,-17.700000000000003,-17.718833333333333,0.59,0.4179,1,19,20.0
277,278,13-01-2011,Spring,1,0,False,4,Clear,-17.700000000000003,-17.710444444444445,0.59,0.2836,1,6,7.0
278,279,13-01-2011,Spring,1,1,False,4,Clear,-17.700000000000003,-17.710444444444445,0.5,0.2836,0,2,2.0
279,280,13-01-2011,Spring,1,2,False,4,Clear,-17.700000000000003,-17.710444444444445,0.5,0.3582,0,2,2.0
280,281,13-01-2011,Spring,1,3,False,4,Clear,-17.700000000000003,-17.710444444444445,0.5,0.3284,0,3,3.0
281,282,13-01-2011,Spring,1,4,False,4,Clear,-17.700000000000003,-17.710444444444445,0.5,0.2537,0,4,4.0
282,283,13-01-2011,Spring,1,5,False,4,Clear,-17.700000000000003,-17.710444444444445,0.5,0.2985,0,3,3.0
283,284,13-01-2011,Spring,1,6,False,4,Clear,-17.711111111111112,-17.69361111111111,0.54,0.1343,0,28,28.0
284,285,13-01-2011,Spring,1,7,False,4,Clear,-17.711111111111112,-17.69361111111111,0.54,0.1343,0,72,72.0
285,286,13-01-2011,Spring,1,8,False,4,Clear,-17.700000000000003,-17.702,0.5,0.194,5,197,183.5
286,287,13-01-2011,Spring,1,9,False,4,Clear,-17.700000000000003,-17.710444444444445,0.5,0.3284,2,137,139.0
287,288,13-01-2011,Spring,1,10,False,4,Mist,-17.688888888888886,-17.702,0.5,0.3582,2,36,38.0
288,289,13-01-2011,Spring,1,11,False,4,Mist,-17.666666666666668,-17.685166666666667,0.44,0.4478,4,33,37.0
289,290,13-01-2011,Spring,1,12,False,4,Clear,-17.666666666666668,-17.685166666666667,0.44,0.4179,3,49,52.0
290,291,13-01-2011,Spring,1,13,False,4,Clear,-17.655555555555555,-17.668333333333337,0.41,0.4478,2,81,83.0
291,292,13-01-2011,Spring,1,14,False,4,Clear,-17.655555555555555,-17.668333333333337,0.41,0.3881,3,39,42.0
292,293,13-01-2011,Spring,1,15,False,4,Clear,-17.644444444444446,-17.659944444444445,0.38,0.2985,5,55,60.0
293,294,13-01-2011,Spring,1,16,False,4,Clear,-17.644444444444446,-17.659944444444445,0.38,0.3582,2,76,78.0
294,295,13-01-2011,Spring,1,17,False,4,Clear,-17.666666666666668,-17.67677777777778,0.4,0.2836,4,158,162.0
295,296,13-01-2011,Spring,1,18,False,4,Clear,-17.666666666666668,-17.67677777777778,0.4,0.3284,3,141,144.0
296,297,13-01-2011,Spring,1,19,False,4,Clear,-17.688888888888886,-17.69361111111111,0.47,0.2537,1,98,99.0
297,298,13-01-2011,Spring,1,20,False,4,Clear,-17.688888888888886,-17.69361111111111,0.47,0.2239,0,64,64.0
298,299,13-01-2011,Spring,1,21,False,4,Clear,-17.700000000000003,-17.710444444444445,0.46,0.2985,0,40,40.0
299,300,13-01-2011,Spring,1,22,False,4,Clear,-17.700000000000003,-17.710444444444445,0.46,0.3284,0,30,30.0
300,301,13-01-2011,Spring,1,23,False,4,Clear,-17.711111111111112,-17.702,0.5,0.194,1,14,15.0
301,302,14-01-2011,Spring,1,0,False,5,Clear,-17.711111111111112,-17.702,0.5,0.194,0,14,14.0
302,303,14-01-2011,Spring,1,1,False,5,Clear,-17.72222222222222,-17.710444444444445,0.54,0.1642,0,5,5.0
303,304,14-01-2011,Spring,1,2,False,5,Clear,-17.72222222222222,-17.710444444444445,0.54,0.1343,0,1,1.0
304,305,14-01-2011,Spring,1,3,False,5,Clear,-17.72222222222222,-17.702,0.54,0.1045,0,1,1.0
305,306,14-01-2011,Spring,1,5,False,5,Clear,-17.72222222222222,-17.702,0.54,0.0896,0,8,8.0
306,307,14-01-2011,Spring,1,6,False,5,Clear,-17.72222222222222,-17.67677777777778,0.54,0.0,0,17,17.0
307,308,14-01-2011,Spring,1,7,False,5,Clear,-17.72222222222222,-17.710444444444445,0.74,0.1642,0,70,70.0
308,309,14-01-2011,Spring,1,8,False,5,Clear,-17.711111111111112,-17.685166666666667,0.68,0.0,2,156,158.0
309,310,14-01-2011,Spring,1,9,False,5,Clear,-17.700000000000003,-17.69361111111111,0.69,0.1343,0,117,117.0
310,311,14-01-2011,Spring,1,10,False,5,Clear,-17.677777777777777,-17.67677777777778,0.55,0.194,4,40,44.0
311,312,14-01-2011,Spring,1,11,False,5,Clear,-17.677777777777777,-17.685166666666667,0.51,0.2836,6,47,53.0
312,313,14-01-2011,Spring,1,12,False,5,Clear,-17.666666666666668,-17.668333333333337,0.44,0.2537,2,59,61.0
313,314,14-01-2011,Spring,1,13,False,5,Clear,-17.655555555555555,-17.668333333333337,0.37,0.3881,4,73,77.0
314,315,14-01-2011,Spring,1,14,False,5,Clear,-17.655555555555555,-17.659944444444445,0.41,0.2836,5,59,64.0
315,316,14-01-2011,Spring,1,15,False,5,Clear,-17.644444444444446,-17.64311111111111,0.38,0.1642,9,59,68.0
316,317,14-01-2011,Spring,1,16,False,5,Clear,-17.655555555555555,-17.64311111111111,0.41,0.1045,3,87,90.0
317,318,14-01-2011,Spring,1,17,False,5,Clear,-17.655555555555555,-17.6515,0.41,0.1642,4,155,159.0
318,319,14-01-2011,Spring,1,18,False,5,Clear,-17.666666666666668,-17.634666666666664,0.47,0.0,5,134,139.0
319,320,14-01-2011,Spring,1,19,False,5,Clear,-17.688888888888886,-17.668333333333337,0.59,0.0896,3,89,92.0
320,321,14-01-2011,Spring,1,20,False,5,Clear,-17.677777777777777,-17.64311111111111,0.59,0.0,0,68,68.0
321,322,14-01-2011,Spring,1,21,False,5,Clear,-17.688888888888886,-17.6515,0.69,0.0,4,48,52.0
322,323,14-01-2011,Spring,1,22,False,5,Mist,-17.688888888888886,-17.6515,0.69,0.0,2,34,36.0
323,324,14-01-2011,Spring,1,23,False,5,Mist,-17.677777777777777,-17.64311111111111,0.55,0.0,1,26,27.0
324,325,15-01-2011,Spring,1,0,False,6,Clear,-17.677777777777777,-17.64311111111111,0.55,0.0,3,25,28.0
325,326,15-01-2011,Spring,1,1,False,6,Mist,-17.688888888888886,-17.668333333333337,0.59,0.0896,2,18,20.0
326,327,15-01-2011,Spring,1,2,False,6,Mist,-17.688888888888886,-17.668333333333337,0.59,0.0896,0,12,12.0
327,328,15-01-2011,Spring,1,3,False,6,Mist,-17.688888888888886,-17.6515,0.59,0.0,1,7,8.0
328,329,15-01-2011,Spring,1,4,False,6,Mist,-17.688888888888886,-17.6515,0.59,0.0,0,5,5.0
329,330,15-01-2011,Spring,1,5,False,6,Clear,-17.688888888888886,-17.6515,0.59,0.0,0,1,1.0
330,331,15-01-2011,Spring,1,6,False,6,Clear,-17.700000000000003,-17.685166666666667,0.63,0.1045,1,2,3.0
331,332,15-01-2011,Spring,1,7,False,6,Clear,-17.700000000000003,-17.659944444444445,0.63,0.0,1,9,10.0
332,333,15-01-2011,Spring,1,8,False,6,Clear,-17.700000000000003,-17.69361111111111,0.63,0.1343,1,22,23.0
333,334,15-01-2011,Spring,1,9,False,6,Clear,-17.688888888888886,-17.67677777777778,0.64,0.1343,2,31,33.0
334,335,15-01-2011,Spring,1,10,False,6,Clear,-17.677777777777777,-17.668333333333337,0.59,0.1642,2,57,59.0
335,336,15-01-2011,Spring,1,11,False,6,Clear,-17.666666666666668,-17.668333333333337,0.55,0.2239,18,54,72.0
336,337,15-01-2011,Spring,1,12,False,6,Clear,-17.644444444444446,-17.6515,0.48,0.2239,15,74,89.0
337,338,15-01-2011,Spring,1,13,False,6,Clear,-17.62222222222222,-17.634666666666664,0.38,0.2985,21,80,101.0
338,339,15-01-2011,Spring,1,14,False,6,Clear,-17.61111111111111,-17.617833333333333,0.39,0.2836,26,92,118.0
339,340,15-01-2011,Spring,1,15,False,6,Mist,-17.6,-17.601,0.36,0.194,21,108,129.0
340,341,15-01-2011,Spring,1,16,False,6,Mist,-17.58888888888889,-17.59261111111111,0.34,0.194,33,95,128.0
341,342,15-01-2011,Spring,1,17,False,6,Mist,-17.6,-17.609444444444442,0.36,0.2836,29,54,83.0
342,343,15-01-2011,Spring,1,18,False,6,Mist,-17.61111111111111,-17.617833333333333,0.45,0.2537,15,69,84.0
343,344,15-01-2011,Spring,1,19,False,6,Mist,-17.6,-17.609444444444442,0.39,0.2537,14,60,74.0
344,345,15-01-2011,Spring,1,20,False,6,Mist,-17.6,-17.609444444444442,0.39,0.2537,6,35,41.0
345,346,15-01-2011,Spring,1,21,False,6,Mist,-17.6,-17.609444444444442,0.39,0.2239,6,51,57.0
346,347,15-01-2011,Spring,1,22,False,6,Mist,-17.61111111111111,-17.601,0.42,0.1045,0,26,26.0
347,348,15-01-2011,Spring,1,23,False,6,Clear,-17.61111111111111,-17.617833333333333,0.45,0.2836,5,39,44.0
348,349,16-01-2011,Spring,1,0,False,0,Clear,-17.633333333333333,-17.609444444444442,0.56,0.0,6,33,39.0
349,350,16-01-2011,Spring,1,1,False,0,Clear,-17.633333333333333,-17.62627777777778,0.56,0.1343,4,19,23.0
350,351,16-01-2011,Spring,1,2,False,0,Clear,-17.633333333333333,-17.617833333333333,0.56,0.0896,3,13,16.0
351,352,16-01-2011,Spring,1,3,False,0,Clear,-17.655555555555555,-17.62627777777778,0.69,0.0,9,6,15.0
352,353,16-01-2011,Spring,1,4,False,0,Clear,-17.633333333333333,-17.634666666666664,0.56,0.1642,0,1,1.0
353,354,16-01-2011,Spring,1,5,False,0,Mist,-17.633333333333333,-17.634666666666664,0.56,0.1642,1,1,2.0
354,355,16-01-2011,Spring,1,6,False,0,Mist,-17.633333333333333,-17.634666666666664,0.56,0.1642,0,1,1.0
355,356,16-01-2011,Spring,1,7,False,0,Mist,-17.644444444444446,-17.659944444444445,0.56,0.2985,0,3,3.0
356,357,16-01-2011,Spring,1,8,False,0,Clear,-17.655555555555555,-17.659944444444445,0.55,0.2836,0,18,18.0
357,358,16-01-2011,Spring,1,9,False,0,Clear,-17.655555555555555,-17.659944444444445,0.51,0.2537,3,29,32.0
358,359,16-01-2011,Spring,1,10,False,0,Clear,-17.655555555555555,-17.659944444444445,0.51,0.2836,8,71,79.0
359,360,16-01-2011,Spring,1,11,False,0,Clear,-17.644444444444446,-17.6515,0.44,0.2537,23,70,93.0
360,361,16-01-2011,Spring,1,12,False,0,Clear,-17.644444444444446,-17.659944444444445,0.41,0.2836,29,75,104.0
361,362,16-01-2011,Spring,1,13,False,0,Clear,-17.633333333333333,-17.6515,0.35,0.2985,23,95,118.0
362,363,16-01-2011,Spring,1,14,False,0,Clear,-17.62222222222222,-17.62627777777778,0.36,0.2537,22,69,91.0
363,364,16-01-2011,Spring,1,15,False,0,Clear,-17.633333333333333,-17.64311111111111,0.38,0.2537,35,78,113.0
364,365,16-01-2011,Spring,1,16,False,0,Clear,-17.644444444444446,-17.6515,0.38,0.2239,22,77,99.0
365,366,16-01-2011,Spring,1,17,False,0,Clear,-17.655555555555555,-17.659944444444445,0.37,0.2537,23,82,105.0
366,367,16-01-2011,Spring,1,18,False,0,Clear,-17.666666666666668,-17.659944444444445,0.4,0.1642,11,56,67.0
367,368,16-01-2011,Spring,1,19,False,0,Clear,-17.677777777777777,-17.668333333333337,0.47,0.1343,14,47,61.0
368,369,16-01-2011,Spring,1,20,False,0,Clear,-17.677777777777777,-17.668333333333337,0.47,0.1642,7,50,57.0
369,370,16-01-2011,Spring,1,21,False,0,Clear,-17.677777777777777,-17.668333333333337,0.51,0.1642,6,22,28.0
370,371,16-01-2011,Spring,1,22,False,0,Mist,-17.666666666666668,-17.659944444444445,0.49,0.1343,2,19,21.0
371,372,16-01-2011,Spring,1,23,False,0,Mist,-17.666666666666668,-17.6515,0.4,0.1045,0,18,18.0
372,373,17-01-2011,Spring,1,0,True,1,Mist,-17.666666666666668,-17.668333333333337,0.47,0.2239,1,16,17.0
373,374,17-01-2011,Spring,1,1,True,1,Mist,-17.666666666666668,-17.668333333333337,0.44,0.194,1,15,16.0
374,375,17-01-2011,Spring,1,2,True,1,Mist,-17.677777777777777,-17.685166666666667,0.43,0.2537,0,8,8.0
375,376,17-01-2011,Spring,1,3,True,1,Mist,-17.677777777777777,-17.67677777777778,0.43,0.194,0,2,2.0
376,377,17-01-2011,Spring,1,4,True,1,Mist,-17.677777777777777,-17.668333333333337,0.43,0.1343,1,2,3.0
377,378,17-01-2011,Spring,1,5,True,1,Mist,-17.677777777777777,-17.668333333333337,0.43,0.1642,0,1,1.0
378,379,17-01-2011,Spring,1,6,True,1,Mist,-17.677777777777777,-17.67677777777778,0.43,0.194,0,5,5.0
379,380,17-01-2011,Spring,1,7,True,1,Mist,-17.688888888888886,-17.67677777777778,0.5,0.1343,4,9,13.0
380,381,17-01-2011,Spring,1,8,True,1,Mist,-17.688888888888886,-17.69361111111111,0.47,0.2239,3,30,33.0
381,382,17-01-2011,Spring,1,9,True,1,Mist,-17.688888888888886,-17.69361111111111,0.47,0.2239,8,39,47.0
382,383,17-01-2011,Spring,1,10,True,1,Mist,-17.688888888888886,-17.69361111111111,0.5,0.2537,7,50,57.0
383,384,17-01-2011,Spring,1,11,True,1,Mist,-17.688888888888886,-17.69361111111111,0.55,0.194,9,55,64.0
384,385,17-01-2011,Spring,1,12,True,1,Mist,-17.677777777777777,-17.668333333333337,0.47,0.1343,10,70,80.0
385,386,17-01-2011,Spring,1,13,True,1,Mist,-17.677777777777777,-17.668333333333337,0.47,0.1343,13,80,93.0
386,387,17-01-2011,Spring,1,14,True,1,Mist,-17.677777777777777,-17.659944444444445,0.43,0.1045,12,74,86.0
387,388,17-01-2011,Spring,1,15,True,1,Mist,-17.666666666666668,-17.659944444444445,0.47,0.1642,21,72,93.0
388,389,17-01-2011,Spring,1,16,True,1,Mist,-17.666666666666668,-17.659944444444445,0.47,0.1642,6,76,82.0
389,390,17-01-2011,Spring,1,17,True,1,Clear,-17.666666666666668,-17.668333333333337,0.51,0.194,4,67,71.0
390,391,17-01-2011,Spring,1,18,True,1,Mist,-17.677777777777777,-17.685166666666667,0.55,0.2537,7,85,92.0
391,392,17-01-2011,Spring,1,19,True,1,Light Snow,-17.677777777777777,-17.67677777777778,0.59,0.194,2,58,60.0
392,393,17-01-2011,Spring,1,20,True,1,Light Snow,-17.688888888888886,-17.69361111111111,0.8,0.194,4,29,33.0
393,394,17-01-2011,Spring,1,21,True,1,Light Snow,-17.688888888888886,-17.69361111111111,0.8,0.194,3,24,27.0
394,395,17-01-2011,Spring,1,22,True,1,Light Snow,-17.700000000000003,-17.710444444444445,0.93,0.2537,0,13,13.0
395,396,17-01-2011,Spring,1,23,True,1,Light Snow,-17.688888888888886,-17.702,0.86,0.2836,1,3,4.0
396,397,18-01-2011,Spring,1,12,False,2,Mist,-17.666666666666668,-17.67677777777778,0.86,0.3284,0,3,3.0
397,398,18-01-2011,Spring,1,13,False,2,Mist,-17.666666666666668,-17.668333333333337,0.86,0.2239,0,22,22.0
398,399,18-01-2011,Spring,1,14,False,2,Mist,-17.655555555555555,-17.6515,0.8,0.1642,2,26,28.0
399,400,18-01-2011,Spring,1,15,False,2,Mist,-17.655555555555555,-17.6515,0.87,0.1642,3,32,35.0
400,401,18-01-2011,Spring,1,16,False,2,Mist,-17.655555555555555,-17.6515,0.87,0.194,0,61,61.0
401,402,18-01-2011,Spring,1,17,False,2,Mist,-17.655555555555555,-17.6515,0.82,0.194,1,124,125.0
402,403,18-01-2011,Spring,1,18,False,2,Mist,-17.655555555555555,-17.6515,0.8,0.1642,1,132,133.0
403,404,18-01-2011,Spring,1,19,False,2,Mist,-17.655555555555555,-17.6515,0.8,0.1343,1,98,99.0
404,405,18-01-2011,Spring,1,20,False,2,Mist,-17.655555555555555,-17.62627777777778,0.87,0.0,0,83,83.0
405,406,18-01-2011,Spring,1,21,False,2,Mist,-17.655555555555555,-17.64311111111111,0.93,0.1045,0,41,41.0
406,407,18-01-2011,Spring,1,22,False,2,Mist,-17.655555555555555,-17.634666666666664,0.93,0.0896,0,33,33.0
407,408,18-01-2011,Spring,1,23,False,2,Mist,-17.655555555555555,-17.62627777777778,0.93,0.0,1,19,20.0
408,409,19-01-2011,Spring,1,0,False,3,Mist,-17.655555555555555,-17.62627777777778,0.93,0.0,0,3,3.0
409,410,19-01-2011,Spring,1,1,False,3,Light Snow,-17.655555555555555,-17.6515,0.93,0.1343,1,6,7.0
410,411,19-01-2011,Spring,1,2,False,3,Light Snow,-17.655555555555555,-17.6515,0.93,0.1343,0,3,3.0
411,412,19-01-2011,Spring,1,4,False,3,Light Snow,-17.655555555555555,-17.6515,0.93,0.1343,1,1,2.0
412,413,19-01-2011,Spring,1,5,False,3,Mist,-17.655555555555555,-17.634666666666664,0.93,0.0896,0,7,7.0
413,414,19-01-2011,Spring,1,6,False,3,Mist,-17.655555555555555,-17.634666666666664,0.93,0.0896,0,32,32.0
414,415,19-01-2011,Spring,1,7,False,3,Mist,-17.644444444444446,-17.634666666666664,0.92,0.1045,1,89,90.0
415,416,19-01-2011,Spring,1,8,False,3,Mist,-17.644444444444446,-17.634666666666664,0.93,0.1045,1,196,183.5
416,417,19-01-2011,Spring,1,9,False,3,Mist,-17.644444444444446,-17.634666666666664,0.93,0.1045,2,107,109.0
417,418,19-01-2011,Spring,1,10,False,3,Mist,-17.633333333333333,-17.62627777777778,0.93,0.1343,1,46,47.0
418,419,19-01-2011,Spring,1,11,False,3,Mist,-17.62222222222222,-17.609444444444442,0.87,0.0896,5,47,52.0
419,420,19-01-2011,Spring,1,12,False,3,Mist,-17.61111111111111,-17.601,0.81,0.0896,5,65,70.0
420,421,19-01-2011,Spring,1,13,False,3,Clear,-17.666666666666668,-17.659944444444445,0.62,0.2836,11,67,78.0
421,422,19-01-2011,Spring,1,14,False,3,Clear,-17.666666666666668,-17.659944444444445,0.58,0.2537,7,68,75.0
422,423,19-01-2011,Spring,1,15,False,3,Clear,-17.666666666666668,-17.659944444444445,0.54,0.2836,4,78,82.0
423,424,19-01-2011,Spring,1,16,False,3,Clear,-17.666666666666668,-17.558944444444446,0.58,0.3881,10,94,104.0
424,425,19-01-2011,Spring,1,17,False,3,Clear,-17.666666666666668,-17.59261111111111,0.57,0.3284,7,190,183.5
425,426,19-01-2011,Spring,1,18,False,3,Clear,-17.58888888888889,-17.601,0.61,0.2836,5,156,161.0
426,427,19-01-2011,Spring,1,19,False,3,Clear,-17.6,-17.617833333333333,0.57,0.4179,4,108,112.0
427,428,19-01-2011,Spring,1,20,False,3,Clear,-17.6,-17.609444444444442,0.49,0.2985,2,74,76.0
428,429,19-01-2011,Spring,1,21,False,3,Clear,-17.6,-17.617833333333333,0.49,0.4179,4,55,59.0
429,430,19-01-2011,Spring,1,22,False,3,Clear,-17.61111111111111,-17.609444444444442,0.52,0.1642,6,53,59.0
430,431,19-01-2011,Spring,1,23,False,3,Clear,-17.61111111111111,-17.62627777777778,0.52,0.4627,1,27,28.0
431,432,20-01-2011,Spring,1,0,False,4,Clear,-17.633333333333333,-17.6515,0.56,0.3881,5,8,13.0
432,433,20-01-2011,Spring,1,1,False,4,Clear,-17.633333333333333,-17.62627777777778,0.56,0.0,2,3,5.0
433,434,20-01-2011,Spring,1,2,False,4,Clear,-17.633333333333333,-17.62627777777778,0.56,0.0,0,2,2.0
434,435,20-01-2011,Spring,1,3,False,4,Clear,-17.633333333333333,-17.634666666666664,0.56,0.1642,0,1,1.0
435,436,20-01-2011,Spring,1,4,False,4,Clear,-17.633333333333333,-17.634666666666664,0.56,0.1642,0,1,1.0
436,437,20-01-2011,Spring,1,5,False,4,Clear,-17.644444444444446,-17.6515,0.6,0.2239,0,6,6.0
437,438,20-01-2011,Spring,1,6,False,4,Clear,-17.655555555555555,-17.659944444444445,0.6,0.2239,0,35,35.0
438,439,20-01-2011,Spring,1,7,False,4,Clear,-17.655555555555555,-17.659944444444445,0.55,0.2239,1,100,101.0
439,440,20-01-2011,Spring,1,8,False,4,Clear,-17.655555555555555,-17.659944444444445,0.55,0.2836,2,247,183.5
440,441,20-01-2011,Spring,1,9,False,4,Mist,-17.644444444444446,-17.6515,0.52,0.2239,3,140,143.0
441,442,20-01-2011,Spring,1,10,False,4,Clear,-17.633333333333333,-17.6515,0.48,0.2985,1,56,57.0
442,443,20-01-2011,Spring,1,11,False,4,Mist,-17.62222222222222,-17.62627777777778,0.45,0.1642,5,63,68.0
443,444,20-01-2011,Spring,1,12,False,4,Mist,-17.61111111111111,-17.59261111111111,0.42,0.0,7,77,84.0
444,445,20-01-2011,Spring,1,13,False,4,Mist,-17.62222222222222,-17.617833333333333,0.45,0.1045,12,86,98.0
445,446,20-01-2011,Spring,1,14,False,4,Mist,-17.61111111111111,-17.609444444444442,0.45,0.1343,6,75,81.0
446,447,20-01-2011,Spring,1,15,False,4,Mist,-17.6,-17.601,0.45,0.194,8,62,70.0
447,448,20-01-2011,Spring,1,16,False,4,Mist,-17.61111111111111,-17.609444444444442,0.49,0.1343,8,83,91.0
448,449,20-01-2011,Spring,1,17,False,4,Mist,-17.61111111111111,-17.601,0.49,0.1045,8,207,183.5
449,450,20-01-2011,Spring,1,18,False,4,Mist,-17.633333333333333,-17.634666666666664,0.56,0.194,1,184,183.5
450,451,20-01-2011,Spring,1,19,False,4,Clear,-17.633333333333333,-17.6515,0.56,0.3284,6,146,152.0
451,452,20-01-2011,Spring,1,20,False,4,Mist,-17.633333333333333,-17.64311111111111,0.6,0.2836,2,124,126.0
452,453,20-01-2011,Spring,1,21,False,4,Mist,-17.644444444444446,-17.6515,0.6,0.2537,3,54,57.0
